reference_number,watch_url,type,brand,year_introduced,parent_model,specific_model,nickname,marketing_name,style,currency,price,image_url,made_in,case_shape,case_material,case_finish,caseback,diameter,between_lugs,lug_to_lug,case_thickness,bezel_material,bezel_color,crystal,water_resistance,weight,dial_color,numerals,bracelet_material,bracelet_color,clasp_type,movement,caliber,power_reserve,frequency,jewels,features,description,short_description,hash_watch_url
307.032,https://www.essential-watches.com/watch/A-Lange-and-Sohne-307032-Saxonia-Grand-40mm-Automatic-in-Rose-Gold-on-Brown-Crocodile-Leather-Strap-with-Silver-Dial/17423,,A. Lange & Söhne,,Saxonia,Saxonia Grand 40mm Automatic in Rose Gold 307.032,Saxonia Grand 40mm Automatic in Rose Gold on Brown Crocodile Leather Strap with Silver Dial 307.032,,,USD,,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/17423_MAIN_3200.jpg,,,Rose Gold,,,40 mm,,,,,,,,,Silver,,"Crocodile, Leather",Brown,,Automatic,,,,,,,,a7082415293388a3ba931021ee8980f8
206.032bracelet,https://www.essential-watches.com/watch/A-Lange-and-Sohne-206032bracelet-1815-Mens-Mechanical-in-Rose-Gold-On-Rose-Gold-Bracelet-with-Silver-Arabic-Dial/26285,,A. Lange & Söhne,,1815,1815 Mens Mechanical in Rose Gold 206.032bracelet,1815 Mens Mechanical in Rose Gold On Rose Gold Bracelet with Silver Arabic Dial 206.032bracelet,,,USD,23000.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/26285_alt_5420.jpg,,,Rose Gold,,,36 mm,,,,,,,,,Silver,Arabic numerals,Rose Gold,Rose Gold,,,,,,,,,,cdc5161cd4347b535cdab6959f34e98f
260.028,https://www.essential-watches.com/watch/A-Lange-and-Sohne-260028-Richard-Lange-Pour-le-Marite-in-White-Gold-Limited-Edition-of-218-Pieces-On-Black-Crocodile-Leather-Strap-with-Black-Dial/75552,,A. Lange & Söhne,,Richard Lange,Richard Lange Pour le Marite in White Gold - Limited Edition of 218 Pieces 260.028,Richard Lange Pour le Marite in White Gold - Limited Edition of 218 Pieces On Black Crocodile Leather Strap with Black Dial 260.028,,,USD,,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/75552_MAIN_1453.jpg,,,White Gold,,,40.5 mm,,,,,,,,,Black,,Leather,Black,,,,,,,,,,2c5e3e142e7f74e7deb59434ded7951d
232.026,https://www.essential-watches.com/watch/A-Lange-and-Sohne-232026-Richard-Lange-Boutique-Edition-in-White-Gold-Boutique-Edition-On-Black-Alligator-Strap-with-White-Roman-Dial/56869,,A. Lange & Söhne,,Richard Lange,Richard Lange Boutique Edition in White Gold Boutique Edition 232.026,Richard Lange Boutique Edition in White Gold Boutique Edition On Black Alligator Strap with White Roman Dial 232.026,,,USD,34386.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/56869_MAIN_33.jpg,,,White Gold,,,40.5 mm,,,,,,,,,White,Roman numerals,Leather,,,Manual winding,,,,,,,,e6f96db2dff35cbe1f8fe2030aa3be5e
303.025,https://www.essential-watches.com/watch/A-Lange-and-Sohne-303025-1815-Sax-O-Mat-Automatic-in-Platinum-on-Black-Crocodile-Leather-Strap-with-Silver-Dial/1350,,A. Lange & Söhne,,1815,1815 Sax O Mat Automatic in Platinum 303.025,1815 Sax O Mat Automatic in Platinum on Black Crocodile Leather Strap with Silver Dial 303.025,,,USD,28900.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/1350_MAIN_2081.jpg,,,Platinum,,,37 mm,,,,,,,,,Silver,,"Crocodile, Leather",Black,,Automatic,,,,,,,,69f36f5da4ca7f66de7b0795a7b8a76d
403.035,https://www.essential-watches.com/watch/A-Lange-and-Sohne-403035-Datograph-in-Platinum-with-Tang-Buckle-on-Black-Crocodile-Leather-Strap-with-Black-Dial/21244,,A. Lange & Söhne,,Datograph,Datograph in Platinum with Tang Buckle 403.035,Datograph in Platinum with Tang Buckle on Black Crocodile Leather Strap with Black Dial 403.035,,,USD,98246.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/21244_MAIN_44.jpg,,,Platinum,,,39 mm,,,,,,,,,Black,,"Crocodile, Leather",Black,,,,,,,,,,97e910fb2adfdd84df88240c887024a5
808.033,https://www.essential-watches.com/watch/A-Lange-and-Sohne-808033-Cabaret-Manual-in-White-Gold-with-Diamond-Bezel-On-Black-Crocodile-Strap-with-Diamond-Dial/22977,,A. Lange & Söhne,,Cabaret,Cabaret Manual in White Gold with Diamond Bezel 808.033,Cabaret Manual in White Gold with Diamond Bezel On Black Crocodile Strap with Diamond Dial 808.033,,,USD,59800.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/22977_MAIN_1771.jpg,,,White Gold,,,36.5 x 25.5 mm,,,,"Diamond, Gemstones","Diamond, Gemstones",,,,Black,,"Crocodile, Leather",Black,,,,,,,,,,f22c35f9a76f04fea02f32040338466f
711.035,https://www.essential-watches.com/watch/A-Lange-and-Sohne-711035-Tourbograph-Pour-le-Merite-36.5mm-Mechanical-in-Platinum-on-Black-Crocodile-Leather-Strap-with-Black-Dial/85309,,A. Lange & Söhne,,Turbograph,Tourbograph Pour le Merite 36.5mm Mechanical in Platinum 711.035,Tourbograph Pour le Merite 36.5mm Mechanical in Platinum on Black Crocodile Leather Strap with Black Dial 711.035,,,USD,,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/85309_alt_120.jpg,,,Platinum,,,36.5 mm,,,,,,,,,Black,,"Crocodile, Leather",Black,,,,,,,,,,357c3ab3d9a1b53c39235ad988c71da6
101.333,https://www.essential-watches.com/watch/A-Lange-and-Sohne-101333-Lange-1-Mens-Manual-in-Rose-Gold-On-Rose-Gold-Bracelet-with-Gray-Dial/34923,,A. Lange & Söhne,,Lange 1,Lange 1 Mens Manual in Rose Gold 101.333,Lange 1 Mens Manual in Rose Gold On Rose Gold Bracelet with Gray Dial 101.333,,,USD,41700.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/34923_MAIN_480.jpg,,,Rose Gold,,,38.5 mm,,,,,,,,,Gray,,Rose Gold,Rose Gold,,,,,,,,,,400d58341ee4f57bc2cfdd5bfe86052c
115.025,https://www.essential-watches.com/watch/A-Lange-and-Sohne-115025-Grand-Lange-1-Mens-in-Platinum-On-Black-Crocodile-Strap-with-Silver-Dial/1245,,A. Lange & Söhne,,Lange 1,Grand Lange 1 Mens in Platinum 115.025,Grand Lange 1 Mens in Platinum On Black Crocodile Strap with Silver Dial 115.025,,,USD,50900.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/1245_MAIN_3915.jpg,,,Platinum,,,42 mm,,,,,,,,,Silver,,"Crocodile, Leather",Black,,,,,,,,,,0788aa6a2bf207fc499fffc12d528a89
308.027,https://www.essential-watches.com/watch/A-Lange-and-Sohne-308027-Langematik-Outsize-Date-Automatic-in-White-Gold-On-Black-Crocodile-Strap-with-Black-Dial/11317,,A. Lange & Söhne,,Langematik,Langematik Outsize Date Automatic in White Gold 308.027,Langematik Outsize Date Automatic in White Gold On Black Crocodile Strap with Black Dial 308.027,,,USD,,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/11317_MAIN_3612.jpg,,,White Gold,,,37 mm,,,,,,,,,Black,,"Crocodile, Leather",Black,,Automatic,,,,,,,,72afc6b0c7d314f2b980ffd4fe750605
206.021,https://www.essential-watches.com/watch/A-Lange-and-Sohne-206021-1815-Mechanical-in-Yellow-Gold-on-Brawn-Crocodile-Leather-Strap-with-Silver-Dial/14326,,A. Lange & Söhne,,1815,1815 Mechanical in Yellow Gold 206.021,1815 Mechanical in Yellow Gold on Brawn Crocodile Leather Strap with Silver Dial 206.021,,,USD,22601.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/14326_MAIN_598.jpg,,,Gold,,,36 mm,,,,,,,,,Silver,,"Crocodile, Leather",Brown,,Manual winding,,,,,,,,f959f523649a034c043043ce75aaa5f6
410.430,https://www.essential-watches.com/watch/A-Lange-and-Sohne-410430-Datograph-Perpetual-Moonphase-in-White-Gold-On-White-Gold-Bracelet-with-Grey-Dial/86685,,A. Lange & Söhne,,Datograph,Datograph Perpetual Moonphase in White Gold 410.430,Datograph Perpetual Moonphase in White Gold On White Gold Bracelet with Grey Dial 410.430,,,USD,197100.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/86685_alt_1274.jpg,,,White Gold,,,41 mm,,,,,,,,,Gray,,White Gold,White Gold,,,,,,,,,,b7aa8fbc6caebb1c15abf793c91ace54
823.042,https://www.essential-watches.com/watch/A-Lange-and-Sohne-823042-1815-Chronograph-in-White-Gold-with-Diamond-Bezel-on-Blue-Alligator-Leather-Strap-with-Blue-MOP-Dial/86776,,A. Lange & Söhne,,1815,1815 Chronograph in White Gold with Diamond Bezel 823.042,1815 Chronograph in White Gold with Diamond Bezel on Blue Alligator Leather Strap with Blue MOP Dial 823.042,,,USD,,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/86776_MAIN_5268.jpg,,,White Gold,,,39.5 mm,,,,"Diamond, Gemstones","Diamond, Gemstones",,,,"Blue, Mother of Pearl",,"Alligator, Leather",Blue,,,,,,,,,,5e3cd04024d9c880e53c30103ca947ae
330.032,https://www.essential-watches.com/watch/A-Lange-and-Sohne-330032-Saxonia-Annual-Calendar-in-Rose-Gold-On-Black-Crocodile-Leather-Strap-with-Silver-Dial/33194,,A. Lange & Söhne,,Saxonia,Saxonia Annual Calendar in Rose Gold 330.032,Saxonia Annual Calendar in Rose Gold On Black Crocodile Leather Strap with Silver Dial 330.032,,,USD,48400.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/33194_MAIN_4027.jpg,,,Rose Gold,,,38.5 mm,,,,,,,,,Silver,,"Crocodile, Leather",Black,,Automatic,,,,,,,,5d023c64fc20427025948649d4f001b4
115.022,https://www.essential-watches.com/watch/A-Lange-and-Sohne-115022-Grande-Lange-1-in-Yellow-Gold-On-Brown-Alligator-Leather-Strap-with-Silver-Dial/19370,,A. Lange & Söhne,,Lange 1,Grande Lange 1 in Yellow Gold 115.022,Grande Lange 1 in Yellow Gold On Brown Alligator Leather Strap with Silver Dial 115.022,,,USD,36100.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/19370_MAIN_2966.jpg,,,Gold,,,41.9 mm,,,,,,,,,Silver,,"Alligator, Leather",Brown,,,,,,,,,,579ae8e85f601bc43f353e009b02c114
402.031bracelet,https://www.essential-watches.com/watch/A-Lange-and-Sohne-402031bracelet-1815-Chronograph-in-Rose-Gold-on-Rose-Gold-Bracelet-with-Black-Dial/14343,,A. Lange & Söhne,,1815,1815 Chronograph in Rose Gold 402.031bracelet,1815 Chronograph in Rose Gold on Rose Gold Bracelet with Black Dial 402.031bracelet,,,USD,65000.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/14343_MAIN_1756.jpg,,,Rose Gold,,,39.5 mm,,,,,,,,,Black,,Rose Gold,Rose Gold,,,,,,,,,,d5549a14eb037d5295c2f5d9d5ff9ad3
205.086,https://www.essential-watches.com/watch/A-Lange-and-Sohne-205086-Saxonia-Thin-39mm-in-White-Gold-on-Blue-Crocodile-Leather-Strap-with-Blue-Copper-Sparkle-Dial/97999,,A. Lange & Söhne,,Saxonia,Saxonia Thin 39mm in White Gold 205.086,Saxonia Thin 39mm in White Gold on Blue Crocodile Leather Strap with Blue Copper Sparkle Dial 205.086,,,USD,,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/97999_MAIN_3406.jpg,,,White Gold,,,39 mm,,,,,,,,,,,"Crocodile, Leather",Blue,,Manual winding,,,,,,,,9e17705408216dc07fd98811a2f46545
101.539,https://www.essential-watches.com/watch/A-Lange-and-Sohne-101539-Lange-1-38.5mm-in-White-Gold-On-White-Gold-Bracelet-with-Silver-Dial/33590,,A. Lange & Söhne,,Lange 1,Lange 1 38.5mm in White Gold 101.539,Lange 1 38.5mm in White Gold On White Gold Bracelet with Silver Dial 101.539,,,USD,50100.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/33590_MAIN_3153.jpg,,,White Gold,,,38.5 mm,,,,,,,,,Silver,,White Gold,White Gold,,,,,,,,,,f857c3c483276b0f135477845f9a5d7b
404.047,https://www.essential-watches.com/watch/A-Lange-and-Sohne-404047-Double-Split-Sincere-Chronograph-in-Rose-Gold-Limited-Edition-on-Black-Alligator-Leather-Strap-with-Black-Dial/86784,,A. Lange & Söhne,,Double Split,Double Split Sincere Chronograph in Rose Gold - Limited Edition 404.047,Double Split Sincere Chronograph in Rose Gold - Limited Edition on Black Alligator Leather Strap with Black Dial 404.047,,,USD,,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/86784_alt_5922.jpg,,,Rose Gold,,,43.2 mm,,,,,,,,,Black,,"Alligator, Leather",Black,,,,,,,,,,989ce91cbd758c7be228b507a1f6a114
401.026,https://www.essential-watches.com/watch/A-Lange-and-Sohne-401026-1815-Chronograph-in-White-Gold-on-Black-Alligator-Leather-Strap-with-Silver-Dial-Original-Version/32686,,A. Lange & Söhne,,1815,1815 Chronograph in White Gold 401.026,1815 Chronograph in White Gold on Black Alligator Leather Strap with Silver Dial - Original Version 401.026,,,USD,51631.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/32686_MAIN_5082.jpg,,,White Gold,,,39 mm,,,,,,,,,Silver,,"Alligator, Leather",Black,,,,,,,,,,3845477ed413816c6b5e0a897be6925c
219.028,https://www.essential-watches.com/watch/A-Lange-and-Sohne-219028-Saxonia-35mm-in-White-Gold-on-Black-Alligator-Leather-Strap-with-Blue-Stick-Dial/87336,,A. Lange & Söhne,,Saxonia,Saxonia 35mm in White Gold 219.028,Saxonia 35mm in White Gold on Black Alligator Leather Strap with Blue Stick Dial 219.028,,,USD,,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/87336_MAIN_1034.jpg,,,White Gold,,,35 mm,,,,,,,,,Blue,No numerals,"Alligator, Leather",Black,,,,,,,,,,6b9176ebad6944ee3ae73747d0571ed9
101.021,https://www.essential-watches.com/watch/A-Lange-and-Sohne-101021-Lange-1-Manual-in-Yellow-Gold-On-Brown-Crocodile-Leather-Strap-with-Champagne-Dial/30847,,A. Lange & Söhne,,Lange 1,Lange 1 Manual in Yellow Gold 101.021,Lange 1 Manual in Yellow Gold On Brown Crocodile Leather Strap with Champagne Dial 101.021,,,USD,33540.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/30847_MAIN_1775.jpg,,,Gold,,,38.5 mm,,,,,,,,,Champagne,,"Crocodile, Leather",Brown,,Manual winding,,,,,,,,a7d2786f13a918b3dd9036d55c99bec5
801.070 blu,https://www.essential-watches.com/watch/A-Lange-and-Sohne-801070blu-Arkade-Mens-Manual-in-White-Gold-with-Diamond-Bezel-on-Blue-Crocodile-Leather-Strap-with-Blue-Dial/30956,,A. Lange & Söhne,,Arkade,Arkade Mens Manual in White Gold with Diamond Bezel 801.070 blu,Arkade Mens Manual in White Gold with Diamond Bezel on Blue Crocodile Leather Strap with Blue Dial 801.070 blu,,,USD,48400.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/30956_MAIN_4927.jpg,,,White Gold,,,29 mm,,,,"Diamond, Gemstones","Diamond, Gemstones",,,,Blue,,"Crocodile, Leather",Blue,,Manual winding,,,,,,,,e900fc50e5da5e084066a1d5c0d6088c
206.032,https://www.essential-watches.com/watch/A-Lange-and-Sohne-206032-1815-Mechanical-with-Sub-Seconds-in-Rose-Gold-on-Black-Alligator-Leather-Strap-with-Silver-Dial/14328,,A. Lange & Söhne,,1815,1815 Mechanical with Sub Seconds in Rose Gold 206.032,1815 Mechanical with Sub Seconds in Rose Gold on Black Alligator Leather Strap with Silver Dial 206.032,,,USD,,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/14328_MAIN_2586.jpg,,,Rose Gold,,,36 mm,,,,,,,,,Silver,,"Alligator, Leather",Black,,,,,,,,,,7af54c5d7ee1d9df5b7903da8c673cdf
813.044,https://www.essential-watches.com/watch/A-Lange-and-Sohne-813044-Lange-1-36.1mm-Mechanical-in-White-Gold-with-Diamonds-Bezel-and-Lugs-on-Crocodile-Leather-Strap-with-Mother-of-Pearl-Dial/34847,,A. Lange & Söhne,,Lange 1,Lange 1 36.1mm Mechanical in White Gold with Diamonds Bezel & Lugs 813.044,Lange 1 36.1mm Mechanical in White Gold with Diamonds Bezel & Lugs on Crocodile Leather Strap with Mother of Pearl Dial 813.044,,,USD,51100.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/34847_MAIN_4549.jpg,,,White Gold,,,36.1 mm,,,,"Diamond, Gemstones","Diamond, Gemstones",,,,Mother of Pearl,,"Crocodile, Leather",,,,,,,,,,,6215cc81f6404760674a0ec0c72444be
113.041,https://www.essential-watches.com/watch/A-Lange-and-Sohne-113041-Lange-1-in-Rose-Gold-Limited-Edition-On-Cream-Calfskin-Leather-Strap-with-Blue-MOP-Dial/86743,,A. Lange & Söhne,,Lange 1,Lange 1 in Rose Gold - Limited Edition 113.041,Lange 1 in Rose Gold - Limited Edition On Cream Calfskin Leather Strap with Blue MOP Dial 113.041,,,USD,,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/86743_MAIN_5440.jpg,,,Rose Gold,,,36.1 mm,,,,,,,,,"Blue, Mother of Pearl",,"Calfskin, Leather",Beige,,,,,,,,,,a4fd2a6b89cdaae050eaa83ca1b3dac7
345.056,https://www.essential-watches.com/watch/A-Lange-and-Sohne-345056-Lange-1-Perpetual-Calendar-in-White-Gold-on-Brown-Crocodile-Leather-Strap-with-Salmon-Dial/104879,,A. Lange & Söhne,,Lange 1,Lange 1 Perpetual Calendar in White Gold 345.056,Lange 1 Perpetual Calendar in White Gold on Brown Crocodile Leather Strap with Salmon Dial 345.056,,,USD,,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/104879_MAIN_4640.jpg,,,White Gold,,,41.90 mm,,,,,,,,,Salmon,,"Crocodile, Leather",Brown,,Automatic,,,,,,,,a0d5ab5c197b3cc8e042336a20dc1d45
118.121,https://www.essential-watches.com/watch/A-Lange-and-Sohne-118121-Cabaret-Moonphase-Mens-Mechanical-in-Yellow-Gold-On-Yellow-Gold-Bracelet-with-Silver-Dial/14351,,A. Lange & Söhne,,Cabaret,Cabaret Moonphase Mens Mechanical in Yellow Gold 118.121,Cabaret Moonphase Mens Mechanical in Yellow Gold On Yellow Gold Bracelet with Silver Dial 118.121,,,USD,39200.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/14351_MAIN_1769.jpg,,,Gold,,,36.3 x 25.5 mm,,,,,,,,,Silver,,Gold,Gold,,,,,,,,,,230de32c8f7b937018b2edaf707a50c7
116.321,https://www.essential-watches.com/watch/A-Lange-and-Sohne-116321-Lange-1-Timezone-Mechanical-in-Yellow-Gold-On-Yellow-Gold-Bracelet-with-Champagne-Dial/14340,,A. Lange & Söhne,,Lange 1,Lange 1 Timezone Mechanical in Yellow Gold 116.321,Lange 1 Timezone Mechanical in Yellow Gold On Yellow Gold Bracelet with Champagne Dial 116.321,,,USD,98350.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/14340_MAIN_2328.jpg,,,Gold,,,41.9 mm,,,,,,,,,Champagne,,Gold,Gold,,,,,,,,,,2a29f662a053a05f95cafb9b92cb6ba4
309.025,https://www.essential-watches.com/watch/A-Lange-and-Sohne-309025-Langematik-Grand-Automatic-in-Platinum-On-Black-Crocodile-Leather-Strap-with-Silver-Dial/14332,,A. Lange & Söhne,,Langematik,Langematik Grand Automatic in Platinum 309.025,Langematik Grand Automatic in Platinum On Black Crocodile Leather Strap with Silver Dial 309.025,,,USD,36000.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/14332_MAIN_5009.jpg,,,Platinum,,,40 mm,,,,,,,,,Silver,,"Crocodile, Leather",Black,,Automatic,,,,,,,,8aa070f72e6b8922b6820d45f72e150a
130.032F,https://www.essential-watches.com/watch/A-Lange-and-Sohne-130032F-Lange-31-Mechanical-in-Rose-Gold-On-Brown-Crocodile-Strap-with-Silver-Dial/34469,,A. Lange & Söhne,,Lange 31,Lange 31 Mechanical in Rose Gold 130.032F,Lange 31 Mechanical in Rose Gold On Brown Crocodile Strap with Silver Dial 130.032F,,,USD,140500.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/34469_MAIN_3689.jpg,,,Rose Gold,,,45.9 mm,,,,,,,,,Silver,,"Crocodile, Leather",Brown,,,,,,,,,,4f4953801d4f947d3af12c7588c912e9
157.131,https://www.essential-watches.com/watch/A-Lange-and-Sohne-157131-Cabaret-Tourbillon-Mens-Manual-in-Rose-Gold-Rose-Gold-on-Bracelet-with-Black-Dial/34860,,A. Lange & Söhne,,Cabaret,Cabaret Tourbillon Mens Manual in Rose Gold 157.131,Cabaret Tourbillon Mens Manual in Rose Gold Rose Gold on Bracelet with Black Dial 157.131,,,USD,34900.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/34860_MAIN_330.jpg,,,Rose Gold,,,36.3 x 25.5 mm,,,,,,,,,Black,,Rose Gold,Rose Gold,,Manual winding,,,,,,,,0df19a781f502591eedec91e9430e061
808.034,https://www.essential-watches.com/watch/A-Lange-and-Sohne-808034-Cabaret-Mens-Mechanical-White-Gold-with-Diamond-Bezel-On-Black-Crocodile-Strap-with-Black-Dial/14349,,A. Lange & Söhne,,Cabaret,Cabaret Mens Mechanical - White Gold with Diamond Bezel 808.034,Cabaret Mens Mechanical - White Gold with Diamond Bezel On Black Crocodile Strap with Black Dial 808.034,,,USD,39600.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/14349_MAIN_3604.jpg,,,White Gold,,,36.3 x 25.5 mm,,,,"Diamond, Gemstones","Diamond, Gemstones",,,,Black,,"Crocodile, Leather",Black,,,,,,,,,,0db70af9d947daa9f7c20b916e99a7ff
813.029,https://www.essential-watches.com/watch/A-Lange-and-Sohne-813029-Little-Lange-1-Soiree-36mm-in-White-Gold-with-Diamonds-Bezel-On-Tan-Strap-with-MOP-Dial-and-Diamond-Bezel/30959,,A. Lange & Söhne,,Little Lange 1,Little Lange 1 Soiree 36mm in White Gold with Diamonds Bezel 813.029,Little Lange 1 Soiree 36mm in White Gold with Diamonds Bezel On Tan Strap with MOP Dial and Diamond Bezel 813.029,,,USD,39400.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/30959_MAIN_4389.jpg,,,White Gold,,,36 mm,,,,"Diamond, Gemstones","Diamond, Gemstones",,,,Mother of Pearl,,,Brown,,,,,,,,,,06af7c3a9c58f0af69d7d86360f3e320
101.035,https://www.essential-watches.com/watch/A-Lange-and-Sohne-101035-Lange-1-Manual-in-Platinum-On-Black-Alligator-Strap-with-Black-Dial/11890,,A. Lange & Söhne,,Lange 1,Lange 1 Manual in Platinum 101.035,Lange 1 Manual in Platinum On Black Alligator Strap with Black Dial 101.035,,,USD,,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/11890_MAIN_1695.jpg,,,Platinum,,,38.5 mm,,,,,,,,,Black,,"Alligator, Leather",Black,,,,,,,,,,38c91886c6ae67e01a07e51a2fd45468
101.002,https://www.essential-watches.com/watch/A-Lange-and-Sohne-101002-Lange-1-in-Yellow-Gold-On-Brown-Crocodile-Leather-Strap-with-Silver-Dial/86773,,A. Lange & Söhne,,Lange 1,Lange 1 in Yellow Gold 101.002,Lange 1 in Yellow Gold On Brown Crocodile Leather Strap with Silver Dial 101.002,,,USD,,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/86773_MAIN_3290.jpg,,,Gold,,,38.5 mm,,,,,,,,,Silver,,"Crocodile, Leather",Brown,,,,,,,,,,28f7e9704e91d299eb517d337103fa25
119.026,https://www.essential-watches.com/watch/A-Lange-and-Sohne-119026-Grand-Lange-1-LUNA-MUNDI-Mechanical-in-Rose-Gold-On-Brown-Crocodile-Strap-with-Silver-Dial-only-101pc-made/17786,,A. Lange & Söhne,,Limited Editions,Grand Lange 1 - LUNA MUNDI Mechanical in Rose Gold 119.026,Grand Lange 1 - LUNA MUNDI Mechanical in Rose Gold On Brown Crocodile Strap with Silver Dial - only 101pc made 119.026,,,USD,149640.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/17786_MAIN_5927.jpg,,,Rose Gold,,,41.9 mm,,,,,,,,,Silver,,"Crocodile, Leather",Brown,,,,,,,,,,ee27a850e42d2e35ad5795c2c98e9ba3
878.029,https://www.essential-watches.com/watch/A-Lange-and-Sohne-878029-Saxonia-Ladies-in-White-Gold-with-Diamond-Bezel-on-White-Crocodile-Strap-with-White-Mother-of-Pearl-Dial/59192,,A. Lange & Söhne,,Saxonia,Saxonia Ladies in White Gold with Diamond Bezel 878.029,Saxonia Ladies in White Gold with Diamond Bezel on White Crocodile Strap with White Mother of Pearl Dial 878.029,,,USD,35200.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/59192_MAIN_436.jpg,,,White Gold,,,35 mm,,,,"Diamond, Gemstones","Diamond, Gemstones",,,,"White, Mother of Pearl",,"Crocodile, Leather",White,,Manual winding,,,,,,,,d1ad06f3938184946fd8053a259d8ac1
